id,name,description,school_level,grade_level,semester,chapter_id,chapter_name,chapter_main,chapter_sub,achievement_id,achievement_name,skill_id,section
2052,각의 크기 비교,각의 크기는 변의 길이나 놓여진 방향이 아니라 변이 벌어진 정도에 의해 결정됩니다.,초등,초4,1학기,227,어느 각이 더 클까요,,각도,149,"각과 직각의 의미를 이해하고, 생활 주변에서 예를 찾을 수 있다.",845,"['도형, 기하']"
2053,각의 크기,"각의 크기를 각도라고 한다. \n직각을 똑같이 $90$으로 나눈 것 중 하나를 $1$도라 하고, $1º$라고 쓴다.\n직각의 크기는 $90º$이다.",초등,초4,1학기,228,각의 크기는 얼마일까요,,각도,254,"각의 크기의 단위인 1도를 알고, 각도기를 이용하여 각의 크기를 측정하고 어림할 수 있다.",1331,"['도형, 기하']"
11214,각도기로 각도 재기,각도기의 중심과 각의 꼭짓점을 맞춥니다.\n2. 각도기의 밑금과 각의 한 변을 맞춥니다.\n3. 각도기의 밑금과 각의 한 변이 만난 쪽의 눈금에서 시작하여 각의 나머지 변이 각도기의 눈금과 만나는 부분을 읽습니다.,초등,초4,1학기,228,각의 크기는 얼마일까요,,각도,254,"각의 크기의 단위인 1도를 알고, 각도기를 이용하여 각의 크기를 측정하고 어림할 수 있다.",1332,"['도형, 기하']"
2054,각을 그리는 방법,"<각도기를 이용하여 각도가 $~º$인 각 ㄱㄴㄷ을 그리는 방법>\n1. 자를 이용하여 각의 한 변 ㄴㄷ을 그린다.\n2. 각도기의 중심과 점ㄴ을 맞추고, 각도기의 밑금과 각의 한 변인 ㄴㄷ을 맞춘다.\n3. 각도기의 밑금에서 시작하여 각도가 $~º$가 되는 눈금에 점 ㄱ을 표시한다.\n4. 각도기를 떼고, 자를 이용하여 변 ㄱㄴ을 그어 각도가 $~º$인 각 ㄱㄴㄷ를 완성한다.",초등,초4,1학기,229,각을 어떻게 그릴까요,,각도,255,주어진 각도와 크기가 같은 각을 그릴 수 있다.,1334,"['도형, 기하']"
2055,예각과 둔각,예각 : 각도가 $0º$보다 크고 직각보다 작은 각.\n둔각 : 각도가 직각보다 크고 $180º$보다 작은 각.,초등,초4,1학기,230,직각보다 작은 각과 직각보다 큰 각을 알아볼까요,,각도,150,직각과 비교하는 활동을 통해 예각과 둔각을 구별할 수 있다,846,"['도형, 기하']"
2063,각도 어림하기,"주어진 각도를 어림하기 쉬운 $45º$, $90º$, $180º$ 등과 비교하여 어림한다.\n참고) 어림한 각도가 각도기로 잰 각도에 가까울수록 어림을 잘한 것.",초등,초4,1학기,231,각도가 얼마쯤 될까요,,각도,254,"각의 크기의 단위인 1도를 알고, 각도기를 이용하여 각의 크기를 측정하고 어림할 수 있다.",1333,"['도형, 기하']"
8481,각도의 합과 차,"각도의 합과 차는 자연수의 덧셈, 뺄셈과 같은 방법으로 계산합니다.",초등,초4,1학기,232,각도의 합과 차는 얼마일까요,,각도,400,"두 각도의 합과 차를 구하는 방법을 알고, 구할 수 있다.",1864,"['도형, 기하']"
2065,삼각형의 세 각의 크기의 합,삼각형의 세 각의 크기의 합은 $180°$입니다.\n-삼각형 모양의 종이를 세 조각으로 잘라서 세 꼭짓점이 한 점에 모이도록 겹치지 않게 이어 붙이면 삼각형의 세 각의 크기의 합은 $180°$임을 알 수 있습니다.,초등,초4,1학기,233,삼각형의 세 각의 크기의 합은 얼마일까요,,각도,256,"여러 가지 방법으로 삼각형과 사각형의 내각의 크기의 합을 추론하고, 자신의 추론 과정을 설명할 수 있다.",1335,"['도형, 기하']"
2066,사각형의 네 각의 크기의 합,사각형의 네 각의 크기의 합은 $360°$입니다.\n-사각형 모양의 종이를 네 조각으로 잘라서 네 꼭짓점이 한 점에 모이도록 겹치지 않게 이어 붙이면 사각형의 네 각의 크기의 합은 $360°$임을 알 수 있습니다.,초등,초4,1학기,234,사각형의 네 각의 크기의 합은 얼마일까요,,각도,256,"여러 가지 방법으로 삼각형과 사각형의 내각의 크기의 합을 추론하고, 자신의 추론 과정을 설명할 수 있다.",1336,"['도형, 기하']"
2067,$(세자릿수)\times(몇십)$,"(세 자릿수)와 (몇)을 곱한 값에 $0$을 하나 붙인다.\n참고) (몇백)과 (몇십)을 곱할 때, (몇)과 (몇)을 곱한 뒤 두 수의 $0$의 개수만큼 $0$을 붙인다.",초등,초4,1학기,235,세 자릿수에 몇십을 곱해 볼까요,,곱셈과 나눗셈,57,(두 자릿수)×(두 자릿수)와 (세 자릿수)×(두 자릿수)의 계산 원리를 이해하고 그 계산을 할 수 있다.,244,['수와 연산']
2068,$(세자릿수)\times(두자릿수)$,1. 세 자릿수와 두 자릿수의 일의 자릿수를 곱한다.\n2. 세 자릿수와 두 자릿수의 십의 자릿수를 곱한다.\n3. 두 곱셈의 계산 결과를 더한다.,초등,초4,1학기,236,세 자릿수에 두 자릿수를 곱해 볼까요,,곱셈과 나눗셈,57,(두 자릿수)×(두 자릿수)와 (세 자릿수)×(두 자릿수)의 계산 원리를 이해하고 그 계산을 할 수 있다.,245,['수와 연산']
2072,몫이 한 자릿수인 $(세자릿수)\div(두자릿수)$,1. 두 자릿수와 곱할 몫을 어림한다.\n2. 세 자릿수와 계산하여 나머지를 구한다.,초등,초4,1학기,239,몇십 몇으로 나누어 볼까요,,곱셈과 나눗셈,62,나누는 수가 두 자릿수인 나눗셈의 계산 원리를 이해하고 그 계산을 할 수 있다.,266,['수와 연산']
2071,몫이 한 자릿수인 $(두자릿수)\div(두자릿수)$,1. (작은) 두 자릿수와 곱할 몫을 어림한다.\n2. (큰) 두 자릿수와 계산하여 나머지를 구한다.,초등,초4,1학기,239,몇십 몇으로 나누어 볼까요,,곱셈과 나눗셈,62,나누는 수가 두 자릿수인 나눗셈의 계산 원리를 이해하고 그 계산을 할 수 있다.,265,['수와 연산']
2073,몫이 두 자릿수고 나누어떨어지는 $(세자릿수)\div(두자릿수)$,"세 자릿수 중 왼쪽 두 자릿수부터 먼저 나누고, 남은 나머지와 일의 자릿수를 더해서 다시 나눈다.",초등,초4,1학기,240,세 자릿수를 두 자릿수로 나누어 볼까요 (1),,곱셈과 나눗셈,62,나누는 수가 두 자릿수인 나눗셈의 계산 원리를 이해하고 그 계산을 할 수 있다.,267,['수와 연산']
2074,몫이 두 자릿수고 나머지가 있는 $(세자릿수)\div(두자릿수)$,"세 자릿수 중 왼쪽 두 자릿수부터 먼저 나누고, 남은 나머지와 일의 자릿수를 더해서 다시 나눈다.",초등,초4,1학기,241,세 자릿수를 두 자릿수로 나누어 볼까요 (2),,곱셈과 나눗셈,62,나누는 수가 두 자릿수인 나눗셈의 계산 원리를 이해하고 그 계산을 할 수 있다.,268,['수와 연산']
2075,평면도형 밀기,평면도형을 밀면 모양은 변하지 않지만 미는 방향에 따라 위치가 바뀝니다.,초등,초4,1학기,242,평면도형을 밀어 볼까요,,평면도형의 이동,161,"구체물이나 평면도형의 밀기, 뒤집기, 돌리기 활동을 통하여 그 변화를 이해한다.",885,"['도형, 기하']"
2076,평면도형 뒤집기,-평면도형을 위쪽이나 아래쪽(오른쪽이나 왼쪽)으로 뒤집으면 도형의 위쪽과 아래쪽(오른쪽과 왼쪽)이 서로 바뀝니다.\n-도형을 위쪽(오른쪽)으로 뒤집었을 때와 아래쪽(왼쪽)으로 뒤집었을 때의 도형이 방향은 서로 같습니다.\n-도형을 뒤집으면 모양은 변하지 않지만 도형의 방향은 뒤집는 방향에 따라 반대가 됩니다.,초등,초4,1학기,243,평면도형을 뒤집어 볼까요,,평면도형의 이동,161,"구체물이나 평면도형의 밀기, 뒤집기, 돌리기 활동을 통하여 그 변화를 이해한다.",886,"['도형, 기하']"
2077,평면도형 돌리기,"평면도형을 시계 방향으로 $90º$ 돌리면 모양의 위쪽이 오른쪽으로 바뀌고, 시계 반대 방향으로 $90º$ 돌리면 위쪽이 왼쪽으로 바뀐다.",초등,초4,1학기,244,평면도형을 돌려 볼까요,,평면도형의 이동,161,"구체물이나 평면도형의 밀기, 뒤집기, 돌리기 활동을 통하여 그 변화를 이해한다.",887,"['도형, 기하']"
2078,평면도형 뒤집고 돌리기,도형을 뒤집고 돌립니다.\n시계 방향으로 $90º$ 돌리고 뒤집는 것과 뒤집고 시계 방향으로 $90º$ 돌리는 것은 모양 조각의 방향이 다르다.,초등,초4,1학기,245,평면도형을 뒤집고 돌려 볼까요,,평면도형의 이동,161,"구체물이나 평면도형의 밀기, 뒤집기, 돌리기 활동을 통하여 그 변화를 이해한다.",888,"['도형, 기하']"
2079,무늬 꾸미기,평면도형으로 무늬 꾸미기\n1. 밀기를 이용하여 규칙적인 무늬 만들기\n2. 뒤집기를 이용하여 규칙적인 무늬 만들기\n3. 돌리기를 이용하여 규칙적인 무늬 만들기,초등,초4,1학기,246,무늬를 꾸며 볼까요,,평면도형의 이동,162,평면도형의 이동을 이용하여 규칙적인 무늬를 꾸밀 수 있다.,889,"['도형, 기하']"
2085,막대그래프,막대그래프: 조사한 자료를 막대 모양으로 나타낸 그래프,초등,초4,1학기,247,막대그래프를 알아볼까요,,막대그래프,296,실생활 자료를 수집하여 막대그래프로 나타낼 수 있다.,1455,"['자료, 가능성, 확률과 통계']"
2086,막대그래프에서 알 수 있는 내용,반 학생들이 좋아하는 과일을 조사하여 막대그래프로 나타내었다면 막대그래프에서 알 수 있는 내용\n-막대의 길이가 가장 긴 과일이 가장 많은 학생이 좋아하는 과일이다.\n-막대의 길이가 가장 짧은 과일이 가장 적은 학생들이 좋아하는 과일이다.\n-각각의 과일을 좋아하는 학생의 수를 알 수 있다.,초등,초4,1학기,248,막대그래프에서 무엇을 알 수 있을까요,,막대그래프,296,실생활 자료를 수집하여 막대그래프로 나타낼 수 있다.,1456,"['자료, 가능성, 확률과 통계']"
2087,막대그래프 그리는 방법,"1. 가로와 세로 중 어느 쪽에 조사한 수를 나타낼 것인가를 정한다.\n2. 눈금 한 칸의 크기를 정하고, 조사한 수 중 가장 큰 수를 나타낼 수 있도록 눈금의 수를 정한다.\n3. 조사한 수에 맞도록 막대를 그립니다.\n4. 막대그래프에 알맞은 제목을 붙입니다.",초등,초4,1학기,249,막대그래프를 어떻게 그릴까요,,막대그래프,296,실생활 자료를 수집하여 막대그래프로 나타낼 수 있다.,1459,"['자료, 가능성, 확률과 통계']"
11254,막대그래프를 보고 이야기 만들기,"종서네 모둠 학생들이 지난 일요일에 수학 공부를 한 시간을 조사하여 나타낸 막대그래프를 보고 이야기 만들기\n-종서네 모둠 학생들이 지난 일요일에 수학 공부를 하였습니다. 민수가 90분, 인주가 60분으로 민수가 인주보다 30분 더 오래 공부하였습니다. 민수는 모둠 학생 중에서 가장 오래 수학 공부를 하였습니다.",초등,초4,1학기,251,막대그래프로 이야기를 만들어 볼까요,,막대그래프,296,실생활 자료를 수집하여 막대그래프로 나타낼 수 있다.,1458,"['자료, 가능성, 확률과 통계']"
11253,이야기를 읽고 막대그래프로 나타내기,"우리 반 친구들은 여러 가지 환경 보호 활동을 하고 있습니다. 쓰레기를 버릴 때 재활용 쓰레기는 분리배출 한다고 한 친구가 4명, 음식을 먹을 때 남기지 않고 다 먹어서 음식물 쓰레기를 줄이고 있는 친구가 10명, 양치를 할 때 컵을 사용함으로써 물을 아껴 쓰고 있는 친구가 7명이었습니다. 나도 친구들처럼 환경 보호를 위해 열심히 활동해야겠다고 결심했습니다.\n-이 이야기를 막대그래프로 나타내면 친구들이 실천하고 있는 환경 보호 활동 중 어떤  활동을 가장 많이 하고 있는지 또는 가장 적게 하고 있는지 한눈에 알 수 있습니다.",초등,초4,1학기,251,막대그래프로 이야기를 만들어 볼까요,,막대그래프,296,실생활 자료를 수집하여 막대그래프로 나타낼 수 있다.,1457,"['자료, 가능성, 확률과 통계']"
2089,수 배열표에서 수의 규칙 찾기,nan,초등,초4,1학기,252,수의 배열에서 규칙을 찾아볼까요,,규칙 찾기,119,"다양한 변화 규칙을 찾아 설명하고, 그 규칙을 수나 식으로 나타낼 수 있다.",653,"['규칙성, 함수']"
2090,수의 배열에서 어떤 규칙이 있는지 알아보기,수의 배열에서 어떤 규칙이 있는지 알아본다.\n- 수의 배열(표)의 빈칸에 알맞은 수를 구하고 발견할 수 있는 규칙을 찾는다.,초등,초4,1학기,253,수의 배열에는 어떤 규칙이 있을까요,,규칙 찾기,119,"다양한 변화 규칙을 찾아 설명하고, 그 규칙을 수나 식으로 나타낼 수 있다.",654,"['규칙성, 함수']"
2091,도형의 배열에서 규칙 찾기,주어진 도형에 맞는 규칙을 찾고 다음에 어떤 도형이 나올지 예상한다.,초등,초4,1학기,254,도형의 배열에서 규칙을 찾아볼까요,,규칙 찾기,119,"다양한 변화 규칙을 찾아 설명하고, 그 규칙을 수나 식으로 나타낼 수 있다.",655,"['규칙성, 함수']"
2092,계산식에서 규칙 찾기(1),덧셈식과 뺄셈식을 이용하여 규칙을 찾는다.,초등,초4,1학기,255,계산식에서 규칙을 찾아볼까요 (1),,규칙 찾기,120,"규칙적인 계산식의 배열에서 계산 결과의 규칙을 찾고, 계산 결과를 추측 할 수 있다.",656,"['규칙성, 함수']"
2093,계산식에서 규칙 찾기(2),곱셈식과 나눗셈식을 이용하여 규칙을 찾는다.,초등,초4,1학기,256,계산식에서 규칙을 찾아볼까요 (2),,규칙 찾기,120,"규칙적인 계산식의 배열에서 계산 결과의 규칙을 찾고, 계산 결과를 추측 할 수 있다.",657,"['규칙성, 함수']"
2094,규칙적인 계산식 찾기,일정한 방향으로 더하거나 곱하거나 일정한 수를 나누어서 규칙을 찾는다.,초등,초4,1학기,257,규칙적인 계산식은 어떻게 찾을까요,,규칙 찾기,120,"규칙적인 계산식의 배열에서 계산 결과의 규칙을 찾고, 계산 결과를 추측 할 수 있다.",658,"['규칙성, 함수']"
8238,$(진분수)+(진분수)$,1. 분모는 그대로 두고 분자끼리 더한다.\n2. 가분수이면 대분수로 바꾼다.,초등,초4,2학기,258,분수의 덧셈을 해 볼까요 (1),,분수의 덧셈과 뺄셈,63,"분모가 같은 분수의 덧셈과 뺄셈의 계산 원리를 이해하고, 그 계산을 할 수 있다.",269,['수와 연산']
2096,$(진분수)-(진분수)$,분모는 그대로 두고 분자끼리 뺀다.,초등,초4,2학기,259,분수의 뺄셈을 해 볼까요 (1),,분수의 덧셈과 뺄셈,63,"분모가 같은 분수의 덧셈과 뺄셈의 계산 원리를 이해하고, 그 계산을 할 수 있다.",270,['수와 연산']
2097,$1-(진분수)$,1) $1$을 가분수로 바꾼다.\n2) 분모는 그대로 두고 분자끼리 뺀다.,초등,초4,2학기,259,분수의 뺄셈을 해 볼까요 (1),,분수의 덧셈과 뺄셈,63,"분모가 같은 분수의 덧셈과 뺄셈의 계산 원리를 이해하고, 그 계산을 할 수 있다.",271,['수와 연산']
2098,$(대분수)+(대분수)$,방법1) 자연수 부분과 진분수 부분으로 나누어 계산\n방법2) 대분수를 가분수로 바꾸어 계산,초등,초4,2학기,260,분수의 덧셈을 해 볼까요 (2),,분수의 덧셈과 뺄셈,63,"분모가 같은 분수의 덧셈과 뺄셈의 계산 원리를 이해하고, 그 계산을 할 수 있다.",272,['수와 연산']
2099,진분수 부분끼리 뺄 수 있는 $(대분수)-(대분수)$,방법1) 자연수 부분과 진분수 부분으로 나누어 계산\n방법2) 대분수를 가분수로 바꾸어 계산,초등,초4,2학기,261,분수의 뺄셈을 해 볼까요 (2),,분수의 덧셈과 뺄셈,63,"분모가 같은 분수의 덧셈과 뺄셈의 계산 원리를 이해하고, 그 계산을 할 수 있다.",273,['수와 연산']
2100,$(자연수)-(분수)$,방법1) 자연수에서 $1$만큼을 분수로 바꾸어 계산\n방법2) 자연수와 대분수를 모두 가분수로 바꾸어 계산,초등,초4,2학기,262,분수의 뺄셈을 해 볼까요 (3),,분수의 덧셈과 뺄셈,63,"분모가 같은 분수의 덧셈과 뺄셈의 계산 원리를 이해하고, 그 계산을 할 수 있다.",274,['수와 연산']
2101,진분수 부분끼리 뺄 수 없는 $(대분수)-(대분수)$,방법1) 자연수에서 $1$만큼을 가분수로 바꾸어 계산\n방법2) 대분수를 가분수로 바꾸어 계산,초등,초4,2학기,263,분수의 뺄셈을 해 볼까요 (4),,분수의 덧셈과 뺄셈,63,"분모가 같은 분수의 덧셈과 뺄셈의 계산 원리를 이해하고, 그 계산을 할 수 있다.",275,['수와 연산']
2102,이등변삼각형,이등변삼각형 : 두 변의 길이가 같은 삼각형,초등,초4,2학기,264,삼각형을 분류해 볼까요 (1),,삼각형,154,"여러 가지 모양의 삼각형에 대한 분류 활동을 통하여 이등변삼각형, 정삼각형을 이해한다.",864,"['도형, 기하']"
10615,정삼각형,정삼각형 : 세 변의 길이가 같은 삼각형,초등,초4,2학기,264,삼각형을 분류해 볼까요 (1),,삼각형,154,"여러가지 모양의 삼각형에 대한 분류 활동을 통하여 이등변삼각형, 정삼각형을 이해한다.",865,"['도형, 기하']"
2103,이등변삼각형의 성질,이등변삼각형은 길이가 같은 두 변에 있는 두 각의 크기가 같다.\n참고) 세 각의 크기가 같은 삼각형도 이등변삼각형이다.,초등,초4,2학기,265,이등변삼각형의 성질을 알아볼까요,,삼각형,154,"여러 가지 모양의 삼각형에 대한 분류 활동을 통하여 이등변삼각형, 정삼각형을 이해한다.",866,"['도형, 기하']"
2104,정삼각형의 성질,정삼각형은 세 각의 크기가 모두 $60º$로 같다.,초등,초4,2학기,266,정삼각형의 성질을 알아볼까요,,삼각형,154,"여러 가지 모양의 삼각형에 대한 분류 활동을 통하여 이등변삼각형, 정삼각형을 이해한다.",867,"['도형, 기하']"
2105,예각삼각형,예각삼각형 : 세 각이 모두 예각인 삼각형,초등,초4,2학기,267,삼각형을 분류해 볼까요 (2),,삼각형,156,여러 가지 모양의 삼각형에 대한 분류 활동을 통하여 예각삼각형과 둔각삼각형을 이해한다.,870,"['도형, 기하']"
10618,둔각삼각형,둔각삼각형 : 한 각이 둔각인 삼각형,초등,초4,2학기,267,삼각형을 분류해 볼까요 (2),,삼각형,156,여러가지 모양의 삼각형에 대한 분류 활동을 통하여 예각삼각형과 둔각삼각형을 이해한다.,871,"['도형, 기하']"
8244,삼각형을 두 가지 기준으로 분류하기(1),변의 길이에 따른 분류.\n- 두 변의 길이가 같으면 이등변삼각형이다.\n- 세 변의 길이가 같으면 정삼각형이다.,초등,초4,2학기,268,삼각형을 두 가지 기준으로 분류해 볼까요,,삼각형,154,"여러 가지 모양의 삼각형에 대한 분류 활동을 통하여 이등변삼각형, 정삼각형을 이해한다.",868,"['도형, 기하']"
8832,삼각형을 두 가지 기준으로 분류하기(2),삼각형을 각의 크기에 따라 분류하기\n-세 각이 모두 예각인 삼각형(예각삼각형)\n-한 각이 둔각인 삼각형(둔각삼각형),초등,초4,2학기,268,삼각형을 두 가지 기준으로 분류해 볼까요,,삼각형,156,여러 가지 모양의 삼각형에 대한 분류 활동을 통하여 예각삼각형과 둔각삼각형을 이해한다.,872,"['도형, 기하']"
8247,삼각형을 두 가지 기준으로 분류하기(3),각의 크기에 따른 분류.\n- 한 각이 직각이면 직각삼각형이다.,초등,초4,2학기,268,삼각형을 두 가지 기준으로 분류해 볼까요,,삼각형,155,여러 가지 모양의 삼각형에 대한 분류 활동을 통하여 직각삼각형을 이해한다.,869,"['도형, 기하']"
2107,소수 두 자릿수,"소수점 아래의 수가 두 자리까지 있는 수.\n소수를 읽을 때 소수점 아래는 숫자만 하나씩 차례대로 읽는다.\n예시) $\frac{1}{100}=0.01$라 쓰고 ""영 점 영일""이라고 읽습니다.\n$\frac{67}{100}=0.67$라 쓰고 ""영 점 육칠""이라고 읽습니다.\n${1}\frac{49}{100}=1.49$라 쓰고 ""일 점 사구""라고 읽습니다.",초등,초4,2학기,269,소수 두 자릿수를 알아볼까요,,소수의 덧셈과 뺄셈,19,자릿값의 원리를 바탕으로 소수 두 자릿수와 소수 세 자릿수를 이해하고 읽고 쓸 수 있다.,70,['수와 연산']
2108,소수 세 자릿수,"소수점 아래의 수가 세 자리까지 있는 수\n소수를 읽을 때 소수점 아래는 숫자만 하나씩 차례대로 읽는다.\n예시) $\frac{1}{1000}=0.001$라 쓰고 ""영 점 영영일""이라고 읽습니다.\n$\frac{249}{1000}=0.249$라 쓰고 ""영 점 이사구""라고 읽습니다.\n${1}\frac{781}{1000}=1.781$라 쓰고 ""일 점 칠팔일""이라고 읽습니다.",초등,초4,2학기,270,소수 세 자릿수를 알아볼까요,,소수의 덧셈과 뺄셈,19,자릿값의 원리를 바탕으로 소수 두 자릿수와 소수 세 자릿수를 이해하고 읽고 쓸 수 있다.,71,['수와 연산']
2110,소수의 크기 비교,소수의 각 자릿수를 보고 크기를 비교합니다.\n1. 자연수 부분의 크기를 비교합니다.\n2. 자연수 부분이 같다면 소수 첫째 자릿수의 크기를 비교합니다.\n3. 소수 첫째 자릿수가 같다면 소수 둘째 자릿수의 크기를 비교합니다.\n4. 소수 둘째 자릿수가 같다면 소수 셋째 자릿수의 크기를 비교합니다.,초등,초4,2학기,271,소수의 크기를 비교해 볼까요,,소수의 덧셈과 뺄셈,21,"소수의 두 자릿수, 소수, 세 자릿수의 크기를 비교할 수 있다.",75,['수와 연산']
2111,소수 사이의 관계,1. 소수를 10배 하면 소수점을 기준으로 수가 왼쪽으로 한자리 이동한다.\n2. $(소수)\times\frac{1}{10}$을 하면 소수점을 기준으로 수가 오른쪽으로 한 자리 이동한다.,초등,초4,2학기,272,소수 사이의 관계를 알아볼까요,,소수의 덧셈과 뺄셈,19,자릿값의 원리를 바탕으로 소수 두 자릿수와 소수 세 자릿수를 이해하고 읽고 쓸 수 있다.,72,['수와 연산']
2112,소수 한 자릿수의 덧셈,1. 소수점끼리 맞추어 세로로 씁니다.\n2. 자연수의 덧셈과 같은 방법으로 같은 자릿수끼리 더합니다.\n3. 소수점을 그대로 내려 찍습니다.,초등,초4,2학기,273,소수 한 자릿수의 덧셈을 해 볼까요,,소수의 덧셈과 뺄셈,64,소수 두 자릿수의 범위에서 소수의 덧셈과 뺄셈의 계산 원리를 이해하고 그 계산을 할 수 있다.,276,['수와 연산']
2113,소수 한 자릿수의 뺄셈,1. 소수점끼리 맞추어 세로로 씁니다.\n2. 자연수의 뺄셈과 같은 방법으로 같은 자릿수끼리 뺍니다.\n3. 소수점을 그대로 내려 찍습니다.,초등,초4,2학기,274,소수 한 자릿수의 뺄셈을 해 볼까요,,소수의 덧셈과 뺄셈,64,소수 두 자릿수의 범위에서 소수의 덧셈과 뺄셈의 계산 원리를 이해하고 그 계산을 할 수 있다.,277,['수와 연산']
2114,소수 두 자릿수의 덧셈,1. 소수점끼리 맞추어 세로로 쓰고 같은 자릿수끼리 더한다.\n2. 자릿수가 다른 소수의 덧셈 : 자릿수가 작은 소수의 오른쪽 끝자리에 0이 있는 것으로 생각하여 소수점끼리 맞추어 더한다.,초등,초4,2학기,275,소수 두 자릿수의 덧셈을 해 볼까요,,소수의 덧셈과 뺄셈,64,소수 두 자릿수의 범위에서 소수의 덧셈과 뺄셈의 계산 원리를 이해하고 그 계산을 할 수 있다.,278,['수와 연산']
2115,소수 두 자릿수의 뺄셈,1. 소수점끼리 맞추어 세로로 쓰고 같은 자릿수끼리 뺀다.\n2. 자릿수가 다른 소수의 뺄셈 : 자릿수가 작은 소수의 오른쪽 끝자리에 0이 있는 것으로 생각하여 소수점끼리 맞추어 뺀다.,초등,초4,2학기,276,소수 두 자릿수의 뺄셈을 해 볼까요,,소수의 덧셈과 뺄셈,64,소수 두 자릿수의 범위에서 소수의 덧셈과 뺄셈의 계산 원리를 이해하고 그 계산을 할 수 있다.,279,['수와 연산']
