id,name,description,school_level,grade_level,semester,chapter_id,chapter_main,chapter_sub,chapter_subsub,achievement_id,achievement_name,skill_id,section
5534,이항정리,"자연수 $n$에 대하여 $(a+b)^n$의 전개식을 조합의 수를 이용하여 나타내면 다음과 같고, 이것을 이항정리라 한다.\n$(a+b)^n=_nC_0a^n+_nC_1a^{n-1}b^1+\cdots+_nC_ra^{n-r}b^r+\cdots+_nC_nb^n$\n\n또 $(a+b)^n$의 전개식에서 각 항의 계수 $_nC_0, _nC_1, \cdots, _nC_r, \cdots, _nC_n$을 이항 계수라한다.\n$_nC_ra^{n-r}b^r$을 $(a+b)^n$의 전개식의 일반항이라 한다.\n\nRemark)\n1) $a^0=1$, $b^0=1$로 정한다. (단, $a\ne0$, $b\ne0$ )\n2) $_nC_r=_nC_{n-r}$이므로 $(a+b)^n$의 전개식에서 $a^{n-r}b^r$의 계수와 $a^{r}b^{n-r}$의 계수는 같다.",고등,확통,전체,628,경우의 수,이항정리,이항정리,279,이항정리를 이해하고 이를 이용하여 문제를 해결할 수 있다.,1404,"['자료, 가능성, 확률과 통계']"
5765,이항계수의 성질,$(1+x)^n=_nC_0+_nC_1x^{}+_nC_2x^2+\cdots+_nC_nx^n$으로 다음 정리를 얻을 수 있다.\n\n1) $_nC_0+_nC_1+_nC_2+\cdots+_nC_n=2^n$\n2) $_nC_0-_nC_1+_nC_2+\cdots+(-1)^n\cdotp_nC_n=0$\n3) $_nC_0+_nC_2+_nC_4+\cdots=_nC_1+_nC_3+_nC_5+\cdots=2^{n-1}$,고등,확통,전체,628,경우의 수,이항정리,이항정리,279,이항정리를 이해하고 이를 이용하여 문제를 해결할 수 있다.,1403,"['자료, 가능성, 확률과 통계']"
5764,$(a+b+c)^n$의 전개식의 일반항,"자연수 $n$에 대하여 $(a+b+c)^n$의 일반항 : $\frac{n!}{p!q!r!}a^pb^qc^r$ (단, $p+q+r=n$, $p\ge0$, $q\ge0$, $r\ge0$ )\n\n$p+q+r=n$이고, $(a+b+c)^n$에서 $a^pb^qc^r$의 계수 : $_nC_p\cdot_{n-p}C_q$=$\frac{n!}{p!q!r!}$",고등,확통,전체,628,경우의 수,이항정리,이항정리,279,이항정리를 이해하고 이를 이용하여 문제를 해결할 수 있다.,1406,"['자료, 가능성, 확률과 통계']"
5766,파스칼의 삼각형,"자연수의 $n$의 값이 1, 2, 3, 4, $\cdots$일 때, $(a+b)^n$의 전개식에서 이항계수를 다음과 같이 배열하고 가장 위쪽에 자연수 1을 놓아 삼각형 모양으로 만들 수 있다.\n1) 첫 번째 줄에 1을 적는다.\n2) 각 단계의 양 끝에 1을 적는다.\n3) 각 단계의 이웃하는 두 수의 합을 다음 단계의 두 수 사이에 적는다.\n이와 같이 이항계수를 배열한 것을 파스칼의 삼각형이라 한다.\n\n파스칼 삼각형으로 확인 가능한 조합의 성질\n1) $_nC_0=1,_nC_n=1$\n2) $_nC_r=_nC_{n-r}$\n3) $_nC_r=_{n-1}C_{r-1}+_{n-1}C_r$",고등,확통,전체,628,경우의 수,이항정리,이항정리,279,이항정리를 이해하고 이를 이용하여 문제를 해결할 수 있다.,1405,"['자료, 가능성, 확률과 통계']"
5767,파스칼의 삼각형의 성질,1) 하키 스틱 패턴\n파스칼의 삼각 혀에서 왼쪽 1부터 시작하여 오른쪽 아래의 대각선 방향으로 배열된 이항계수를 더한 값은 마지막 이항계수의 왼쪽 아래에 있는 이항계수와 같다.\n파스칼의 삼각형에서 오른쪽 1부터 시작하여 왼쪽 아래의 대각선 방향으로 이항계수를 더한 값은 마지막 이항계수의 오른쪽 아래에 있는 이항계수와 같다.\n2) 각 단계의 합\n파스칼의 삼각형에서 $n$단계의 수를 모두 더한 값은 $2^{n-1}$이다.,고등,확통,전체,628,경우의 수,이항정리,이항정리,279,이항정리를 이해하고 이를 이용하여 문제를 해결할 수 있다.,1407,"['자료, 가능성, 확률과 통계']"
5769,"합사건, 곱사건, 배반사건, 여사건","(1) 합사건 : A 또는 B가 일어나는 사건. $A\cup B$\n(2) 곱사건 : A와 B가 동시에 일어나는 사건. $A\cap B$\n(3) 배반사건 : A와 B가 동시에 일어나지 않을 때, 즉 $A\cap B=\varnothing$일 때, A와 B는 서로 배반이라 하고, 이 두 사건을 서로 배반사건이라 한다.\n(4) 여사건 : 사건 A가 일어나지 않는 사건을 A의 여사건이라 하고, 기호로 $A^\complement$와 같이 나타낸다. 이 때 사건 A와 그 여사건 $A^\complement$에 대하여 $A\cap A^{\complement}=\varnothing$이므로 두 사건 A, $A^\complement$는 서로 배반사건이다.",고등,확통,전체,629,확률,확률의 뜻과 활용,확률의 뜻과 기본 성질,286,확률의 기본 성질을 이해할 수 있다.,1432,"['자료, 가능성, 확률과 통계']"
5770,수학적 확률,"확률 : 어떤 시행에서 사건 $A$가 일어날 확률을 기호로 $P(A)$와 같이 나타낸다.\n\n수학적 확률 : 어떤 시행에서 표본공간 $S$의 각 근원사건이 일어날 가능성이 모두 같은 정도로 기대될 때, 사건 $A$가 일어날 확률\n기호) $P(A)=\frac{n(A)}{n(S)}$",고등,확통,전체,629,확률,확률의 뜻과 활용,확률의 뜻과 기본 성질,284,"확률의 개념과 그 기본성질을 이해하고, 확률을 구할 수 있다.",1431,"['자료, 가능성, 확률과 통계']"
5771,통계적 확률,같은 시행을 $n$번 반복할 때 사건 $A$가 일어난 횟수를 $r_n$이라 하면 $n$이 충분히 커짐에 따라 상대도수 $\frac{r_n}{n}$이 일정한 값 $p$에 가까워진다고 알려져 있다. 이때 $p$를 사건 $A$의 통계적 확률이라 한다.\nRemark) 실제로 통계적 확률을 구할 때 $n$의 값을 한없이 크게 할 수 없으므로 $n$이 충분히 클 때의 상대도수 $\frac{r_n}{n}$으로 통계적 확률을 대신한다.,고등,확통,전체,629,확률,확률의 뜻과 활용,확률의 뜻과 기본 성질,284,"확률의 개념과 그 기본성질을 이해하고, 확률을 구할 수 있다.",1428,"['자료, 가능성, 확률과 통계']"
5773,확률의 기본 성질,표본공간이 $S$인 어떤 시행에서 확률의 기본 성질은 다음과 같다.\n1) 임의의 사건 $A$에 대하여 $0\le P(A)\le1$\n2) 반드시 일어나는 사건 $S$에 대하여 $P(S)=1$\n3) 절대로 일어나지 않는 사건 $\varnothing$에 대하여 $P(\varnothing)=0$,고등,확통,전체,629,확률,확률의 뜻과 활용,확률의 뜻과 기본 성질,284,"확률의 개념과 그 기본성질을 이해하고, 확률을 구할 수 있다.",1430,"['자료, 가능성, 확률과 통계']"
5768,시행과 사건,"시행 : 같은 조건에서 반복할 수 있고, 그 결과가 우연에 의하여 결정되는 실험이나 관찰을 시행이라 한다.\n\n표본공간 : 어떤 시행에서 일어날 수 있는 모든 결과의 집합을 표본공간이라 한다.  표본공간은 보통 smaple space의 첫 글자인 S로 나타내고 공집합이 아닌 경우만 생각한다.\n\n사건 : 표본공간의 부분집합을 사건이라 한다.\n\n근원사건 : 한 개의 원소로 이루어진 사건을 근원사건이라 한다.\n\n전사건 : 어떤 시행에서 반드시 일어나는 사건을 전사건이라 하며 표본공간 자신의 집합이 된다.\n\n공사건 : 어떤 시행에서 절대로 일어나지 않는 사건을 공사건이라 하고, 이것을 기호로 $\varnothing$과 같이 나타낸다.\n\nRemark)\n1) 일반적으로 사건과 그 사건을 나타내는 집합은 구별하지 않고 모두 사건이라 한다.\n2) 표본공간은 공집합이 아닌 경우만 생각한다.",고등,확통,전체,629,확률,확률의 뜻과 활용,확률의 뜻과 기본 성질,283,경우의 수를 구할 수 있다.,1418,"['자료, 가능성, 확률과 통계']"
5772,기하적 확률,"연속적인 변량을 크기로 갖는 표본공간의 영역 $S$ 안에서 각각의 점을 택할 가능성이 같은 정도로 기대될 때, 영역 $S$에 포함되어 있는 영역 $A$에 대하여 영역 $S$에서 임의로 택한 점이 영역 $A$에 속할 확률을 $P(A)=\frac{영역 A의 크기}{영역 S의 크기}$이고, 이를 기하적 확률이라 한다.",고등,확통,전체,629,확률,확률의 뜻과 활용,확률의 뜻과 기본 성질,284,"확률의 개념과 그 기본성질을 이해하고, 확률을 구할 수 있다.",1429,"['자료, 가능성, 확률과 통계']"
5775,여사건의 확률,"표본공간 $S$의 사건 $A$와 그 여사건 $A^{\complement}$에 대하여 다음이 성립한다.\n$P(A^{\complement})=1-P(A)$\n\nRemark\n1) '적어도 ~인', '~이상(이하)인', '~가 아닌' 사건의 확률을 구할 때에는 여사건의 확률을 이용하면 편리하다.\n2) $P(A^{\complement}\cap B^{\complement})=P((A\cup B)^{\complement})=1-P(A\cup B)$, $P(A^{\complement}\cup B^{\complement})=P((A\cap B)^{\complement})=1-P(A\cap B)$",고등,확통,전체,630,확률,확률의 뜻과 활용,확률의 덧셈정리,288,"여사건의 확률의 뜻을 알고, 이를 활용할 수 있다.",1434,"['자료, 가능성, 확률과 통계']"
5774,확률의 덧셈정리,"(1) 두 사건 A, B에 대하여\n$P(A\cup B)=P(A)+P(B)-P(A\cap B)$\n(2) 두 사건 A, B가 서로 배반사건, 즉 $A\cap B=\varnothing$이면\n$P(A\cup B)=P(A)+P(B)$",고등,확통,전체,630,확률,확률의 뜻과 활용,확률의 덧셈정리,287,"확률의 덧셈정리를 이해하고, 이를 활용할 수 있다.",1433,"['자료, 가능성, 확률과 통계']"
5776,조건부확률,"조건부확률 : 확률이 0이 아닌 사건 $A$가 일어났다고 가정할 때 사건 $B$가 일어날 확률을 사건 $A$가 일어났을 때 사건 $B$의 조건부 확률이라고 한다.\n기호) $P(B\mid A)$\n\n사건 $A$가 일어났을 때 사건 $B$의 조건부 확률 : $P(B\mid A)=\frac{P(A\cap B)}{P(A)}$ (단, $P(A)e0$ )\n\nRemark) 사건 $B$가 일어났을 때 사건 $A$의 조건부확률은 $P(A\mid B)=\frac{P(A\cap B)}{P(B)}$ (단, $P(B)e0$ ), $P(A\mid B)e P(B\mid A)$",고등,확통,전체,631,확률,조건부 확률,조건부 확률,289,"조건부확률의 의미를 이해하고, 이를 구할 수 있다.",1435,"['자료, 가능성, 확률과 통계']"
5777,확률의 곱셈정리,"두 사건 $A$, $B$에 대하여\n1) $P(A\cap B)=P(A)P(B\mid A)$ (단, $P(A)e0$ )\n2) $P(A\cap B)=P(B)P(A\mid B)$\n(단, $P(B)e0$ )",고등,확통,전체,631,확률,조건부 확률,조건부 확률,291,"확률의 곱셈정리를 이해하고, 이를 활용할 수 있다.",1440,"['자료, 가능성, 확률과 통계']"
837,독립시행의 확률,"(1) 독립시행\n주사위나 동전을 여러 번 던지는 경우와 같이 동일한 시행을 반복할 때, 각 시행의 결과가 다른 시행의 결과에 아무런 영향을 주지 않는 경우, 즉 각 시행에서 일어나는 사건이 서로 독립인 경우에 이 시행을 독립시행이라 한다.\n(2) 독립시행의 확률\n1회의 시행에서 사건 A가 일어날 확률이$p(0<p<1)$일 때, 이 시행을 n 회 반복하는 독립시행에서 사건 A가 r 회 일어날 확률은\n(2-1) $_nC_rp^r(1-p)^{n-r}$ (단, $r=1,2,3,\cdots,n-1$, n-1)\n(2-2) $r=0$ 일 때 $(1-p)^n$\n(2-3) $r=n$ 일 때 $p^n$",고등,확통,전체,632,확률,조건부 확률,사건의 독립과 종속,290,"사건의 독립과 종속의 의미를 이해하고, 이를 설명할 수 있다.",1437,"['자료, 가능성, 확률과 통계']"
5778,사건의 독립과 종속,"(1) 독립\n두 사건 A, B에 대하여 한 사건이 일어나는 것이 다른 사건이 일어날 확률에 아무런 영향을 주지 않을 때, 즉 $P(B\mid A)=P(B\mid A^\complement)=P(B)$일 때, 두 사건 A와 B는 서로 독립이라 한다.\n(2) 종속\n두 사건 A, B가 서로 독립이 아닐 때, 즉 $P(B\mid A)e P(B\mid A^\complement)$ 또는 $P(B\mid A)e P(B)$일 때, 두 사건 A와 B는 서로 종속이라 한다.\n(3-1) $P(A\mid B)=P(A\mid B^\complement)=P(A)$일 Eoebh en 사건  A와 B는 서로 독립이다.\n(3-2) 두 사건 A와 B가 서로 독립이면$A^\complement$와 B, A와 $B^\complement$, $A^\complement$와 $B^\complement$도 각각 서로 독립이다.\n(3-3) 서로 독립인 두 사건을 독립사건, 서로 종속인 두 사건을 종속사건이라 한다.",고등,확통,전체,632,확률,조건부 확률,사건의 독립과 종속,290,"사건의 독립과 종속의 의미를 이해하고, 이를 설명할 수 있다.",1438,"['자료, 가능성, 확률과 통계']"
5779,두 사건이 서로 독립일 조건,"(1) 두 사건 A, B가 서로 독립이기 위한 필요충분조건은\n$P(A\cap B)=P(A)P(B)$ (단, $P(A)>0,P(B)>0$)\n(2) 두 사건 A, B가 종속이기 위한 필요충분조건은 $P(A\cap B)e P(A)P(B)$",고등,확통,전체,632,확률,조건부 확률,사건의 독립과 종속,290,"사건의 독립과 종속의 의미를 이해하고, 이를 설명할 수 있다.",1436,"['자료, 가능성, 확률과 통계']"
6104,배반사건과 독립사건의 관계,"$P(A)e0,P(B)e0$인 두 사건 $A$, $B$에 대하여\n1) $A$, $B$가 서로 배반사건 이면 $A$, $B$는 서로 종속이다.\n2) $A$, $B$가 서로 독립이면 $A$, $B$는 서로 배반사건이 아니다.",고등,확통,전체,632,확률,조건부 확률,사건의 독립과 종속,290,"사건의 독립과 종속의 의미를 이해하고, 이를 설명할 수 있다.",1439,"['자료, 가능성, 확률과 통계']"
839,이산확률변수와 확률질량함수,"이산확률변수 : 확률변수가 가질 수 있는 값들이 유한개 이거나 자연수와 같이 셀 수 있을 때, 이 확률변수를 이산확률변수라 한다.\n\n확률질량함수 : 이산확률변수 $X$가 가질 수 있는 모든 값 $x_1,x_2,x_3,\cdots,x_n$에 이 값을 가질 확률 $p_1,p_2,p_3,\cdots,p_n$이 대응되는 관계를 나타내는 함수\n$P(X=x_i)=p_i$ ($i=1,2,3,\cdots,n$)\n를 이산확률변수 $X$의 확률질량함수라 한다.\n\n이산확률변수 $X$의 확률질량함수가 $P(X=x_i)=p_i$ ($i=1,2,3,\cdots,n$)일 때, 확률의 기본성질에 의하여 다음이 성립한다.\n1) 확률은 0에서 1까지의 값을 갖는다.\n$0\le p_i\le1$\n2) 확률의 총합은 1이다.\n$p_1,p_2,p_3,\cdots,p_n=1$\n\nRemark) 확률변수 $X$가 $a$ 이상 $b$ 이하의 값을 가질 확률은 $P(a\le X\le b)$와 같이 나타낸다.",고등,확통,전체,633,통계,확률분포,이산확률변수와 확률분포,307,확률변수와 확률분포의 뜻을 알 수 있다.,1505,"['자료, 가능성, 확률과 통계']"
6107,확률변수,"(1) 어떤 시행에서 표본공간의 각 원소에 하나의 실수를 대응시킨 함수를 확률변수라 한다.\n(2) 확률변수 X가 어떤 값 x를 가질 확률을 기호로 $P(X=x)$와 같이 나타낸다.\n(3) 확률변수는 표본공간을 정의역으로 하고, 실수 전체의 집합을 공역으로 하는 함수이지만 변수의 역할도 하므로 확률변수라 부른다.\n(4) 확률변수는 보통 알파벳 대문자 X, Y, Z 등으로 나타내고, 확률변수가 가질 수 있는 값은 소문자 x, y, z 등으로 나타낸다.",고등,확통,전체,633,통계,확률분포,이산확률변수와 확률분포,307,확률변수와 확률분포의 뜻을 알 수 있다.,1506,"['자료, 가능성, 확률과 통계']"
841,이산확률변수 X의 기댓값(평균),"(1)$x_1p_1+x_2p_2+\cdots+x_np_n$을 이산확률변수 X의 기댓값 또는 평균이라 하고, 이것을 기호로 $E(X)$와 같이 나타낸다.\n$E(X) = x_1p_1+x_2p_2+\cdots+x_np_n$\n(2)$E(X)$에서 E는 기댓값을 뜻하는 Expectation의 첫 글자이고, $E(X)$를 평균을 뜻하는 mean의 첫 글자 m으로 나타내기도 한다.",고등,확통,전체,633,통계,확률분포,이산확률변수와 확률분포,308,이산확률변수의 기댓값(평균)과 표준편차를 구할 수 있다.,1509,"['자료, 가능성, 확률과 통계']"
842,이산확률변수 X의 분산과 표준편차,"이산확률변수 X의 확률질량함수가 $P(X=x_i)=p_i(i=1,2,3\cdots,n)$이고 X의 기댓값 $E(X)$를 m이라 할 때,\n(1) 분산 : $(X-m)^2$의 기댓값을 확률변수 X의 분산이라 하고, 기호로 $V(X)$와 같이 나타낸다. $V(X)=E((X-m)^2)=E(X^2)-\{E(X)\}^2$\n(2) 표준편차 : 분산 $V(X)$의 양의 제곱근 $\sqrt[]{V(X)}$를 확률변수 X의 표준편차라 하고, 이것을 기호로  $\sigma(X)$와 같이 나타낸다.\n$\sigma(X)=\sqrt[]{V(X)}$\n(3) $V(X)$에서 V는 분산을 뜻하는 Variance의 첫 글자이다. \n(4) $\sigma(X)$에서 $\sigma$는 표준편차를 뜻하는 standard deviation의 첫 글자 s에 해당하는 그리스 문자이고 '시그마'라 읽는다.\n(5) (1)에서 $X-m$은 '편차'를 의미한다\n(6) $E(X^2)$은 $X^2$의 기댓값(평균)을 뜻한다.",고등,확통,전체,633,통계,확률분포,이산확률변수와 확률분포,308,이산확률변수의 기댓값(평균)과 표준편차를 구할 수 있다.,1511,"['자료, 가능성, 확률과 통계']"
7490,도수분포와 확률분포,1) 도수분포표에서의 평균 : $\frac{\lbrace(변량)\times(도수)\rbrace의총합}{(도수)의 총합}$\n\n2) 도수분포표에서의 분산 : $\frac{\lbrace(변량-평균)^{2}\times(도수)\rbrace의총합}{(도수)의 총합}$,고등,확통,전체,633,통계,확률분포,이산확률변수와 확률분포,308,이산확률변수의 기댓값(평균)과 표준편차를 구할 수 있다.,1512,"['자료, 가능성, 확률과 통계']"
843,"이산확률변수 aX+b의 평균, 분산, 표준편차","이산확률변수 X와 두 상수 a ($a\ne0$), b에 대하여\n(1) 평균 : $E(aX+b)=aE(X)+b$\n(2) 분산 : $V(aX+b)=a^2V(X)$\n(3) 표준편차 : $\sigma(aX+b)=\vert a\vert\sigma(X)$\n(4) 위의 성질은 이산확률변수뿐만 아니라 일반적으로 모든 확률변수에 대하여 성립한다.",고등,확통,전체,633,통계,확률분포,이산확률변수와 확률분포,308,이산확률변수의 기댓값(평균)과 표준편차를 구할 수 있다.,1510,"['자료, 가능성, 확률과 통계']"
